Clase,Color dominante,Forma,Piel/cáscara,Semillas/hueso,Jugosidad,Sabor dominante,Dulzor,Acidez,Textura,Aroma,Preparación típica,Consumo habitual,Plato frecuente,Temperatura de consumo,Parte comestible,Conservación,Vida útil,Estacionalidad,Sensibilidad al golpe,Facilidad de limpieza/pelado,Contenido de agua,Fibra,Grasas,Procesamiento,Piel comestible
Yogur griego,Amarillo,Alargado,Sin piel,Sin,Media,Umami,Medio,Media,Harinoso,Bajo,Cocido,Solo,Snack,Ambiente,Grano,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Altas,Alto,No
Leche deslactosada,Amarillo,Alargado,Sin piel,Sin,Media,Salado,Medio,Baja,Crujiente,Bajo,Cocido,Solo,Snack,Caliente,Grano,Refrigerar,Media,Todo el año,Media,Alta,Alto,Baja,Altas,Alto,No
Leche entera,Rojo,Irregular,Sin piel,Sin,Media,Dulce,Alto,Baja,Fibroso,Bajo,Cocido,Solo,Postre,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Media,Alto,Media,Medias,Alto,No
Leche semidescremada,Café,Irregular,Sin piel,Sin,Baja,Salado,Alto,Baja,Fibroso,Bajo,Cocido,Solo,Ensalada,Caliente,Semilla,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Medias,Medio,No
Kumis,Café,Plano,Sin piel,Sin,Alta,Ácido,Medio,Baja,Cremoso,Alto,Ambos,Solo,Snack,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Chips de yuca,Naranja,Redondo,Gruesa,Sin,Media,Umami,Bajo,Baja,Harinoso,Bajo,Cocido,Acompañante,Principal,Caliente,Raíz,Ambiente,Larga,Todo el año,Media,Media,Bajo,Media,Bajas,Medio,No
Chips de plátano,Café,Irregular,Sin piel,Sin,Baja,Umami,Alto,Baja,Fibroso,Alto,Cocido,Solo,Snack,Caliente,Semilla,Ambiente,Media,Todo el año,Baja,Media,Alto,Media,Altas,Medio,No
Tostadas de maíz,Verde,Alargado,Fina,Grano,Baja,Umami,Bajo,Baja,Cremoso,Bajo,Cocido,Acompañante,Ensalada,Caliente,Raíz,Ambiente,Larga,Todo el año,Baja,Alta,Bajo,Alta,Bajas,Medio,No
Mazorca desgranada,Café,Irregular,Sin piel,Sin,Media,Salado,Alto,Media,Fibroso,Alto,Cocido,Acompañante,Snack,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Medio,Media,Altas,Medio,No
Queso paipa maduro,Rojo,Plano,Sin piel,Sin,Alta,Dulce,Medio,Baja,Jugoso,Medio,Ambos,Solo,Snack,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Queso costeño salado,Rojo,Plano,Sin piel,Sin,Alta,Ácido,Medio,Baja,Jugoso,Bajo,Ambos,Solo,Snack,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Queso mozzarella fresco,Café,Plano,Sin piel,Sin,Alta,Ácido,Medio,Baja,Jugoso,Medio,Ambos,Solo,Snack,Caliente,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Ensalada de tomate y aguacate,Verde,Irregular,Sin piel,Sin,Media,Salado,Medio,Media,Cremoso,Alto,Cocido,Solo,Snack,Caliente,Pulpa,Ambiente,Media,Todo el año,Media,Media,Alto,Media,Medias,Medio,No
Ensalada de tomate y tomate,Amarillo,Alargado,Sin piel,Sin,Baja,Dulce,Alto,Media,Fibroso,Medio,Cocido,Solo,Postre,Ambiente,Pulpa,Refrigerar,Media,Todo el año,Baja,Alta,Medio,Baja,Bajas,Alto,No
Ensalada de tomate y queso,Verde,Plano,Sin piel,Sin,Alta,Umami,Alto,Alta,Cremoso,Bajo,Ambos,Solo,Snack,Caliente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Ensalada de tomate y atún,Verde,Irregular,Sin piel,Sin,Baja,Umami,Medio,Media,Crujiente,Medio,Cocido,Acompañante,Ensalada,Caliente,Pulpa,Refrigerar,Media,Todo el año,Baja,Media,Medio,Media,Altas,Medio,No
Ensalada de tomate y quinua,Café,Plano,Sin piel,Sin,Baja,Salado,Medio,Media,Crujiente,Alto,Cocido,Solo,Postre,Ambiente,Pulpa,Ambiente,Media,Todo el año,Baja,Alta,Medio,Media,Medias,Alto,No
Ensalada de pepino y aguacate,Amarillo,Redondo,Sin piel,Sin,Baja,Umami,Medio,Media,Cremoso,Bajo,Cocido,Acompañante,Postre,Ambiente,Líquido,Refrigerar,Media,Todo el año,Media,Media,Alto,Media,Bajas,Alto,No
Ensalada de pepino y queso,Amarillo,Plano,Sin piel,Sin,Alta,Ácido,Alto,Baja,Jugoso,Alto,Ambos,Solo,Snack,Frío,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Ensalada de pepino y atún,Blanco,Redondo,Sin piel,Sin,Media,Dulce,Alto,Baja,Fibroso,Medio,Cocido,Solo,Sopa,Ambiente,Líquido,Ambiente,Media,Todo el año,Media,Alta,Alto,Media,Medias,Alto,No
Ensalada de pepino y quinua,Blanco,Irregular,Sin piel,Sin,Baja,Umami,Alto,Baja,Cremoso,Medio,Cocido,Solo,Principal,Caliente,Pulpa,Ambiente,Media,Todo el año,Media,Alta,Alto,Media,Medias,Alto,No
Ensalada de zanahoria y aguacate,Amarillo,Irregular,Sin piel,Sin,Baja,Umami,Bajo,Media,Crujiente,Medio,Cocido,Acompañante,Sopa,Caliente,Líquido,Refrigerar,Media,Todo el año,Media,Media,Alto,Media,Bajas,Alto,No
Ensalada de zanahoria y tomate,Café,Plano,Sin piel,Sin,Baja,Umami,Alto,Media,Crujiente,Bajo,Cocido,Solo,Postre,Caliente,Grano,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Altas,Medio,No
Ensalada de zanahoria y queso,Verde,Plano,Sin piel,Sin,Alta,Ácido,Medio,Media,Jugoso,Alto,Ambos,Solo,Snack,Caliente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Ensalada de zanahoria y atún,Amarillo,Plano,Sin piel,Sin,Media,Umami,Medio,Media,Fibroso,Medio,Cocido,Acompañante,Ensalada,Ambiente,Líquido,Ambiente,Media,Todo el año,Baja,Media,Alto,Baja,Medias,Medio,No
Ensalada de zanahoria y quinua,Rojo,Plano,Sin piel,Sin,Media,Dulce,Medio,Baja,Fibroso,Bajo,Cocido,Acompañante,Postre,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Altas,Alto,No
Ensalada de cebolla y aguacate,Rojo,Redondo,Sin piel,Sin,Media,Salado,Alto,Baja,Fibroso,Bajo,Cocido,Acompañante,Ensalada,Caliente,Semilla,Ambiente,Media,Todo el año,Baja,Media,Alto,Media,Altas,Medio,No
Ensalada de cebolla y tomate,Amarillo,Plano,Sin piel,Sin,Baja,Umami,Medio,Baja,Cremoso,Bajo,Cocido,Solo,Sopa,Ambiente,Pulpa,Refrigerar,Media,Todo el año,Baja,Alta,Medio,Media,Bajas,Alto,No
Ensalada de cebolla y queso,Verde,Plano,Sin piel,Sin,Alta,Dulce,Bajo,Baja,Jugoso,Medio,Ambos,Solo,Snack,Frío,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Ensalada de cebolla y atún,Rojo,Plano,Sin piel,Sin,Baja,Salado,Bajo,Baja,Fibroso,Alto,Cocido,Acompañante,Principal,Ambiente,Grano,Refrigerar,Media,Todo el año,Baja,Media,Medio,Baja,Medias,Medio,No
Ensalada de cebolla y quinua,Amarillo,Irregular,Sin piel,Sin,Media,Dulce,Bajo,Media,Cremoso,Alto,Cocido,Acompañante,Postre,Ambiente,Grano,Refrigerar,Media,Todo el año,Media,Media,Alto,Media,Bajas,Medio,No
Ensalada de pimentón y aguacate,Rojo,Plano,Sin piel,Sin,Baja,Salado,Bajo,Media,Fibroso,Alto,Cocido,Acompañante,Principal,Ambiente,Líquido,Ambiente,Media,Todo el año,Media,Alta,Alto,Media,Altas,Alto,No
Ensalada de pimentón y tomate,Rojo,Irregular,Sin piel,Sin,Media,Umami,Medio,Media,Fibroso,Bajo,Cocido,Acompañante,Sopa,Caliente,Líquido,Ambiente,Media,Todo el año,Media,Media,Alto,Media,Medias,Medio,No
Ensalada de pimentón y queso,Café,Plano,Sin piel,Sin,Alta,Umami,Medio,Media,Jugoso,Medio,Ambos,Solo,Snack,Frío,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Ensalada de pimentón y atún,Verde,Alargado,Sin piel,Sin,Media,Salado,Medio,Media,Harinoso,Medio,Cocido,Solo,Ensalada,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Medio,Media,Bajas,Medio,No
Ensalada de pimentón y quinua,Blanco,Irregular,Sin piel,Sin,Baja,Dulce,Alto,Media,Fibroso,Medio,Cocido,Solo,Principal,Ambiente,Semilla,Ambiente,Media,Todo el año,Baja,Media,Alto,Baja,Bajas,Medio,No
Ensalada de lechuga y aguacate,Amarillo,Redondo,Sin piel,Sin,Media,Umami,Bajo,Baja,Fibroso,Medio,Cocido,Acompañante,Postre,Ambiente,Grano,Ambiente,Media,Todo el año,Media,Media,Alto,Media,Bajas,Alto,No
Ensalada de lechuga y tomate,Amarillo,Plano,Sin piel,Sin,Baja,Umami,Medio,Baja,Crujiente,Alto,Cocido,Solo,Principal,Ambiente,Pulpa,Refrigerar,Media,Todo el año,Media,Media,Alto,Baja,Medias,Medio,No
Ensalada de lechuga y queso,Verde,Plano,Sin piel,Sin,Alta,Amargo,Medio,Media,Jugoso,Bajo,Ambos,Solo,Snack,Ambiente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Ensalada de lechuga y atún,Blanco,Redondo,Sin piel,Sin,Baja,Dulce,Bajo,Baja,Crujiente,Alto,Cocido,Solo,Principal,Caliente,Grano,Refrigerar,Media,Todo el año,Baja,Media,Alto,Baja,Medias,Medio,No
Ensalada de lechuga y quinua,Blanco,Redondo,Sin piel,Sin,Media,Salado,Medio,Baja,Fibroso,Medio,Cocido,Solo,Sopa,Caliente,Líquido,Refrigerar,Media,Todo el año,Baja,Media,Alto,Baja,Medias,Alto,No
Ensalada de espinaca y aguacate,Blanco,Plano,Sin piel,Sin,Media,Umami,Alto,Baja,Crujiente,Bajo,Cocido,Acompañante,Snack,Caliente,Pulpa,Ambiente,Media,Todo el año,Media,Alta,Alto,Baja,Medias,Medio,No
Ensalada de espinaca y tomate,Verde,Plano,Sin piel,Sin,Baja,Dulce,Alto,Media,Harinoso,Alto,Cocido,Acompañante,Ensalada,Ambiente,Grano,Refrigerar,Media,Todo el año,Baja,Media,Medio,Media,Medias,Alto,No
Ensalada de espinaca y queso,Verde,Plano,Sin piel,Sin,Alta,Ácido,Alto,Alta,Cremoso,Bajo,Ambos,Solo,Snack,Caliente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Ensalada de espinaca y atún,Amarillo,Plano,Sin piel,Sin,Media,Salado,Alto,Media,Harinoso,Alto,Cocido,Acompañante,Postre,Caliente,Semilla,Ambiente,Media,Todo el año,Media,Media,Medio,Media,Altas,Alto,No
Ensalada de espinaca y quinua,Amarillo,Plano,Sin piel,Sin,Baja,Dulce,Bajo,Media,Cremoso,Medio,Cocido,Acompañante,Sopa,Ambiente,Grano,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Ensalada de brócoli y aguacate,Verde,Plano,Sin piel,Sin,Baja,Dulce,Bajo,Media,Harinoso,Bajo,Cocido,Solo,Snack,Ambiente,Semilla,Refrigerar,Media,Todo el año,Media,Media,Alto,Baja,Altas,Medio,No
Ensalada de brócoli y tomate,Verde,Alargado,Sin piel,Sin,Baja,Dulce,Medio,Baja,Crujiente,Alto,Cocido,Acompañante,Ensalada,Ambiente,Pulpa,Ambiente,Media,Todo el año,Media,Alta,Medio,Baja,Bajas,Alto,No
Ensalada de brócoli y queso,Verde,Plano,Sin piel,Sin,Alta,Dulce,Alto,Alta,Jugoso,Medio,Ambos,Solo,Snack,Caliente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Ensalada de brócoli y atún,Café,Alargado,Sin piel,Sin,Media,Salado,Alto,Baja,Harinoso,Alto,Cocido,Solo,Postre,Ambiente,Grano,Ambiente,Media,Todo el año,Baja,Media,Medio,Baja,Altas,Alto,No
Ensalada de brócoli y quinua,Verde,Redondo,Sin piel,Sin,Media,Umami,Alto,Baja,Fibroso,Medio,Cocido,Acompañante,Ensalada,Ambiente,Pulpa,Refrigerar,Media,Todo el año,Media,Alta,Alto,Baja,Bajas,Alto,No
Ensalada de coliflor y aguacate,Verde,Irregular,Sin piel,Sin,Media,Salado,Alto,Media,Harinoso,Alto,Cocido,Acompañante,Sopa,Caliente,Pulpa,Refrigerar,Media,Todo el año,Media,Media,Alto,Media,Medias,Alto,No
Ensalada de coliflor y tomate,Rojo,Irregular,Sin piel,Sin,Media,Salado,Medio,Baja,Harinoso,Bajo,Cocido,Solo,Postre,Caliente,Pulpa,Refrigerar,Media,Todo el año,Media,Alta,Alto,Media,Altas,Alto,No
Ensalada de coliflor y queso,Verde,Plano,Sin piel,Sin,Alta,Umami,Medio,Alta,Jugoso,Bajo,Ambos,Solo,Snack,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Ensalada de coliflor y atún,Verde,Plano,Sin piel,Sin,Media,Umami,Medio,Media,Fibroso,Alto,Cocido,Solo,Principal,Caliente,Líquido,Refrigerar,Media,Todo el año,Media,Media,Medio,Media,Medias,Medio,No
Ensalada de coliflor y quinua,Rojo,Plano,Sin piel,Sin,Baja,Dulce,Medio,Baja,Harinoso,Alto,Cocido,Acompañante,Ensalada,Ambiente,Semilla,Refrigerar,Media,Todo el año,Media,Media,Alto,Media,Altas,Alto,No
Ensalada de ahuyama y aguacate,Amarillo,Alargado,Sin piel,Sin,Baja,Salado,Medio,Baja,Crujiente,Medio,Cocido,Solo,Sopa,Ambiente,Pulpa,Ambiente,Media,Todo el año,Media,Media,Alto,Media,Medias,Alto,No
Ensalada de ahuyama y tomate,Blanco,Redondo,Sin piel,Sin,Baja,Salado,Medio,Baja,Fibroso,Alto,Cocido,Solo,Ensalada,Ambiente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Medio,Media,Medias,Alto,No
Ensalada de ahuyama y queso,Amarillo,Plano,Sin piel,Sin,Alta,Amargo,Bajo,Media,Jugoso,Bajo,Ambos,Solo,Snack,Caliente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Ensalada de ahuyama y atún,Amarillo,Irregular,Sin piel,Sin,Baja,Umami,Alto,Media,Harinoso,Medio,Cocido,Solo,Ensalada,Ambiente,Semilla,Refrigerar,Media,Todo el año,Baja,Media,Alto,Baja,Altas,Alto,No
Ensalada de ahuyama y quinua,Rojo,Alargado,Sin piel,Sin,Media,Dulce,Bajo,Baja,Harinoso,Alto,Cocido,Solo,Postre,Caliente,Grano,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Media,Altas,Medio,No
Sopa de arroz,Café,Plano,Sin piel,Sin,Media,Dulce,Bajo,Baja,Fibroso,Bajo,Cocido,Acompañante,Ensalada,Caliente,Grano,Ambiente,Media,Todo el año,Media,Alta,Medio,Baja,Medias,Alto,No
Sopa de avena,Café,Plano,Sin piel,Sin,Media,Umami,Bajo,Media,Cremoso,Alto,Cocido,Acompañante,Snack,Caliente,Grano,Ambiente,Media,Todo el año,Media,Media,Medio,Baja,Medias,Medio,No
Sopa de trigo,Amarillo,Irregular,Sin piel,Sin,Baja,Salado,Bajo,Baja,Crujiente,Medio,Cocido,Acompañante,Snack,Ambiente,Líquido,Ambiente,Media,Todo el año,Media,Media,Alto,Media,Altas,Medio,No
Sopa de quinua,Amarillo,Alargado,Sin piel,Sin,Media,Salado,Medio,Media,Fibroso,Bajo,Cocido,Solo,Snack,Ambiente,Grano,Ambiente,Media,Todo el año,Media,Alta,Alto,Media,Medias,Alto,No
Sopa de cebada,Verde,Plano,Sin piel,Sin,Media,Umami,Alto,Media,Cremoso,Medio,Cocido,Acompañante,Snack,Caliente,Pulpa,Ambiente,Media,Todo el año,Media,Media,Medio,Media,Medias,Medio,No
Crema de pepino,Blanco,Irregular,Sin piel,Sin,Baja,Salado,Alto,Media,Crujiente,Medio,Cocido,Acompañante,Ensalada,Caliente,Semilla,Refrigerar,Media,Todo el año,Media,Media,Alto,Media,Altas,Alto,No
Crema de zanahoria,Amarillo,Alargado,Sin piel,Sin,Media,Umami,Alto,Baja,Harinoso,Medio,Cocido,Acompañante,Sopa,Caliente,Grano,Refrigerar,Media,Todo el año,Media,Media,Alto,Baja,Medias,Medio,No
Crema de pimentón,Blanco,Irregular,Sin piel,Sin,Media,Umami,Medio,Media,Crujiente,Medio,Cocido,Solo,Snack,Ambiente,Pulpa,Refrigerar,Media,Todo el año,Baja,Media,Alto,Baja,Altas,Medio,No
Crema de lechuga,Blanco,Irregular,Sin piel,Sin,Baja,Umami,Bajo,Baja,Crujiente,Medio,Cocido,Acompañante,Principal,Ambiente,Grano,Ambiente,Media,Todo el año,Baja,Media,Medio,Media,Medias,Alto,No
Arepa de maíz,Rojo,Alargado,Sin piel,Sin,Media,Dulce,Bajo,Baja,Crujiente,Alto,Cocido,Acompañante,Postre,Caliente,Semilla,Refrigerar,Media,Todo el año,Media,Media,Alto,Baja,Altas,Alto,No
Arepa de yuca,Café,Redondo,Sin piel,Sin,Baja,Umami,Medio,Media,Crujiente,Bajo,Cocido,Solo,Sopa,Ambiente,Semilla,Ambiente,Media,Todo el año,Media,Media,Medio,Baja,Medias,Alto,No
Arepa de arroz,Verde,Redondo,Sin piel,Sin,Baja,Salado,Medio,Baja,Fibroso,Bajo,Cocido,Acompañante,Ensalada,Ambiente,Semilla,Ambiente,Media,Todo el año,Media,Alta,Alto,Baja,Altas,Medio,No
Pan de arroz,Rojo,Plano,Sin piel,Sin,Baja,Dulce,Bajo,Media,Cremoso,Medio,Cocido,Solo,Sopa,Ambiente,Líquido,Ambiente,Media,Todo el año,Baja,Media,Medio,Baja,Altas,Medio,No
Arepa de quinua,Blanco,Irregular,Sin piel,Sin,Media,Dulce,Alto,Media,Cremoso,Medio,Cocido,Acompañante,Sopa,Caliente,Grano,Ambiente,Media,Todo el año,Media,Media,Alto,Media,Medias,Alto,No
Pan de quinua,Café,Plano,Sin piel,Sin,Media,Dulce,Bajo,Media,Harinoso,Alto,Cocido,Solo,Ensalada,Caliente,Semilla,Ambiente,Media,Todo el año,Baja,Alta,Medio,Baja,Altas,Medio,No
Arepa de avena,Café,Irregular,Sin piel,Sin,Media,Salado,Alto,Media,Harinoso,Bajo,Cocido,Acompañante,Postre,Ambiente,Grano,Ambiente,Media,Todo el año,Media,Alta,Alto,Media,Medias,Medio,No
Jugo de mango light,Amarillo,Plano,Sin piel,Sin,Alta,Ácido,Bajo,Alta,Jugoso,Alto,Ambos,Solo,Jugo,Ambiente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Batido de mango con leche,Rojo,Plano,Sin piel,Sin,Alta,Ácido,Bajo,Baja,Jugoso,Medio,Ambos,Solo,Snack,Ambiente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Altas,Medio,No
Jugo de fresa light,Blanco,Plano,Sin piel,Sin,Alta,Ácido,Medio,Alta,Jugoso,Bajo,Ambos,Solo,Jugo,Ambiente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Batido de fresa con leche,Café,Plano,Sin piel,Sin,Alta,Dulce,Alto,Alta,Cremoso,Alto,Ambos,Solo,Snack,Caliente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Medias,Mínimo,No
Jugo de mora light,Blanco,Plano,Sin piel,Sin,Alta,Dulce,Alto,Alta,Cremoso,Bajo,Ambos,Solo,Jugo,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Batido de mora con leche,Rojo,Plano,Sin piel,Sin,Alta,Ácido,Bajo,Alta,Jugoso,Alto,Ambos,Solo,Snack,Ambiente,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Altas,Alto,No
Jugo de papaya light,Amarillo,Plano,Sin piel,Sin,Alta,Dulce,Alto,Baja,Cremoso,Bajo,Ambos,Solo,Jugo,Caliente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Jugo de maracuyá light,Verde,Plano,Sin piel,Sin,Alta,Amargo,Bajo,Baja,Jugoso,Alto,Ambos,Solo,Jugo,Caliente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Batido de maracuyá con leche,Blanco,Plano,Sin piel,Sin,Alta,Dulce,Alto,Baja,Cremoso,Alto,Ambos,Solo,Snack,Caliente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Jugo de lulo light,Rojo,Plano,Sin piel,Sin,Alta,Ácido,Medio,Media,Jugoso,Bajo,Ambos,Solo,Jugo,Caliente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Batido de lulo con leche,Verde,Plano,Sin piel,Sin,Alta,Umami,Medio,Baja,Cremoso,Bajo,Ambos,Solo,Snack,Frío,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Medias,Medio,No
Jugo de guanábana light,Verde,Plano,Sin piel,Sin,Alta,Amargo,Bajo,Alta,Jugoso,Bajo,Ambos,Solo,Jugo,Caliente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Batido de guanábana con leche,Amarillo,Plano,Sin piel,Sin,Alta,Umami,Medio,Alta,Jugoso,Medio,Ambos,Solo,Snack,Frío,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Altas,Mínimo,No
Jugo de piña light,Amarillo,Plano,Sin piel,Sin,Alta,Dulce,Alto,Alta,Cremoso,Bajo,Ambos,Solo,Jugo,Caliente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
